pair_id,pair_type,confidence,doc_a_id,doc_b_id,doc_id,folder_code,score,scenario_a,scenario_b,scenario,layout_a,layout_b,layout,items_a,items_b,ru_items,kk_items,mtime_delta_hours,earlier_mtime_doc,filename_lang_a,filename_lang_b,date_overlap,stem_similarity,kk_after_ru,relation,drift_score,source_language_hint
P1082,separate_files,weak,9fb648ada46e,0b51b7c0f095,,7378d7fd,0.461,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,357.3,9fb648ada46e,ru,ru,1.0,0.0,,,,unknown
P1083,separate_files,weak,cc6e715b057c,81aff6b94c92,,7378d7fd,0.495,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,19.7,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1084,separate_files,probable,cc6e715b057c,0aaba6961634,,7378d7fd,0.685,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,3,,,190.3,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1085,separate_files,weak,cc6e715b057c,941eb7fc755e,,7378d7fd,0.499,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,3.4,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1086,separate_files,weak,cc6e715b057c,66b522a6b181,,7378d7fd,0.493,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,3.9,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1087,separate_files,weak,cc6e715b057c,01f4010bb284,,7378d7fd,0.495,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,3.1,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1088,separate_files,weak,cc6e715b057c,7763f459b614,,7378d7fd,0.494,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,4.0,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1089,separate_files,probable,cc6e715b057c,fa64c0ed45d2,,7378d7fd,0.686,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,3,,,190.6,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1090,separate_files,weak,cc6e715b057c,306dc221ba6c,,7378d7fd,0.496,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,3.6,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1091,separate_files,weak,cc6e715b057c,a9cd6aa60fa3,,7378d7fd,0.495,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,0.6,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1092,separate_files,weak,cc6e715b057c,5a0e7f9a7d02,,7378d7fd,0.489,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,8,,,2.8,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1093,separate_files,weak,cc6e715b057c,92d5e3dc5017,,7378d7fd,0.481,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,190.8,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1094,separate_files,weak,cc6e715b057c,d94d87a13561,,7378d7fd,0.473,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,356.0,d94d87a13561,ru,ru,1.0,0.0,,,,unknown
P1095,separate_files,probable,cc6e715b057c,60710675913d,,7378d7fd,0.671,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,3,,,355.9,60710675913d,ru,ru,1.0,0.0,,,,unknown
P1096,separate_files,weak,cc6e715b057c,4489086b238c,,7378d7fd,0.493,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,3.1,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1097,separate_files,weak,cc6e715b057c,011fa608e786,,7378d7fd,0.486,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,192.3,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1098,separate_files,weak,cc6e715b057c,1e249cb4812e,,7378d7fd,0.486,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,6,,,0.5,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1099,separate_files,weak,cc6e715b057c,a7ae90f0c97a,,7378d7fd,0.481,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,190.8,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1100,separate_files,weak,cc6e715b057c,0b51b7c0f095,,7378d7fd,0.487,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,8,,,0.9,cc6e715b057c,ru,ru,1.0,0.0,,,,unknown
P1101,separate_files,weak,81aff6b94c92,0aaba6961634,,7378d7fd,0.483,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,170.7,81aff6b94c92,ru,ru,1.0,0.0,,,,unknown
P1102,separate_files,probable,81aff6b94c92,941eb7fc755e,,7378d7fd,0.696,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,16.3,941eb7fc755e,ru,ru,1.0,0.0,,,,unknown
P1103,separate_files,probable,81aff6b94c92,66b522a6b181,,7378d7fd,0.696,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,15.8,66b522a6b181,ru,ru,1.0,0.0,,,,unknown
P1104,separate_files,probable,81aff6b94c92,01f4010bb284,,7378d7fd,0.697,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,16.6,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1105,separate_files,probable,81aff6b94c92,7763f459b614,,7378d7fd,0.696,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,15.7,7763f459b614,ru,ru,1.0,0.0,,,,unknown
P1106,separate_files,weak,81aff6b94c92,fa64c0ed45d2,,7378d7fd,0.484,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,171.0,81aff6b94c92,ru,ru,1.0,0.0,,,,unknown
P1107,separate_files,weak,81aff6b94c92,530b22dd3f1e,,7378d7fd,0.489,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,16.7,530b22dd3f1e,ru,ru,0.0,0.0,,,,unknown
P1108,separate_files,probable,81aff6b94c92,306dc221ba6c,,7378d7fd,0.699,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,16.0,306dc221ba6c,ru,ru,1.0,0.0,,,,unknown
P1109,separate_files,probable,81aff6b94c92,a9cd6aa60fa3,,7378d7fd,0.697,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,19.1,a9cd6aa60fa3,ru,ru,1.0,0.0,,,,unknown
P1110,separate_files,weak,81aff6b94c92,5a0e7f9a7d02,,7378d7fd,0.485,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,16.9,5a0e7f9a7d02,ru,ru,1.0,0.0,,,,unknown
P1111,separate_files,probable,81aff6b94c92,92d5e3dc5017,,7378d7fd,0.686,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,171.2,81aff6b94c92,ru,ru,1.0,0.0,,,,unknown
P1112,separate_files,probable,81aff6b94c92,d94d87a13561,,7378d7fd,0.673,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,375.7,d94d87a13561,ru,ru,1.0,0.0,,,,unknown
P1113,separate_files,weak,81aff6b94c92,60710675913d,,7378d7fd,0.467,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,375.6,60710675913d,ru,ru,1.0,0.0,,,,unknown
P1114,separate_files,probable,81aff6b94c92,4489086b238c,,7378d7fd,0.695,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,16.6,4489086b238c,ru,ru,1.0,0.0,,,,unknown
P1115,separate_files,probable,81aff6b94c92,011fa608e786,,7378d7fd,0.685,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,172.6,81aff6b94c92,ru,ru,1.0,0.0,,,,unknown
P1116,separate_files,weak,81aff6b94c92,1e249cb4812e,,7378d7fd,0.482,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,6,,,19.2,1e249cb4812e,ru,ru,1.0,0.0,,,,unknown
P1117,separate_files,probable,81aff6b94c92,a7ae90f0c97a,,7378d7fd,0.686,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,171.1,81aff6b94c92,ru,ru,1.0,0.0,,,,unknown
P1118,separate_files,weak,81aff6b94c92,0b51b7c0f095,,7378d7fd,0.482,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,18.8,0b51b7c0f095,ru,ru,1.0,0.0,,,,unknown
P1119,separate_files,weak,0aaba6961634,941eb7fc755e,,7378d7fd,0.485,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,187.0,941eb7fc755e,ru,ru,1.0,0.0,,,,unknown
P1120,separate_files,weak,0aaba6961634,66b522a6b181,,7378d7fd,0.479,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,186.5,66b522a6b181,ru,ru,1.0,0.0,,,,unknown
P1121,separate_files,weak,0aaba6961634,01f4010bb284,,7378d7fd,0.48,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,187.3,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1122,separate_files,weak,0aaba6961634,7763f459b614,,7378d7fd,0.479,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,186.4,7763f459b614,ru,ru,1.0,0.0,,,,unknown
P1123,separate_files,probable,0aaba6961634,fa64c0ed45d2,,7378d7fd,0.699,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,3,,,0.3,0aaba6961634,ru,ru,1.0,0.0,,,,unknown
P1124,separate_files,weak,0aaba6961634,306dc221ba6c,,7378d7fd,0.482,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,186.7,306dc221ba6c,ru,ru,1.0,0.0,,,,unknown
P1125,separate_files,weak,0aaba6961634,a9cd6aa60fa3,,7378d7fd,0.48,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,189.8,a9cd6aa60fa3,ru,ru,1.0,0.0,,,,unknown
P1126,separate_files,weak,0aaba6961634,5a0e7f9a7d02,,7378d7fd,0.478,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,8,,,187.6,5a0e7f9a7d02,ru,ru,1.0,0.0,,,,unknown
P1127,separate_files,weak,0aaba6961634,92d5e3dc5017,,7378d7fd,0.492,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,0.5,0aaba6961634,ru,ru,1.0,0.0,,,,unknown
P1128,separate_files,weak,0aaba6961634,d94d87a13561,,7378d7fd,0.458,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,546.4,d94d87a13561,ru,ru,1.0,0.0,,,,unknown
P1129,separate_files,probable,0aaba6961634,60710675913d,,7378d7fd,0.66,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,3,,,546.2,60710675913d,ru,ru,1.0,0.0,,,,unknown
P1130,separate_files,weak,0aaba6961634,4489086b238c,,7378d7fd,0.478,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,187.2,4489086b238c,ru,ru,1.0,0.0,,,,unknown
P1131,separate_files,weak,0aaba6961634,011fa608e786,,7378d7fd,0.497,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,1.9,0aaba6961634,ru,ru,1.0,0.0,,,,unknown
P1132,separate_files,weak,0aaba6961634,1e249cb4812e,,7378d7fd,0.474,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,6,,,189.9,1e249cb4812e,ru,ru,1.0,0.0,,,,unknown
P1133,separate_files,weak,0aaba6961634,a7ae90f0c97a,,7378d7fd,0.493,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,4,,,0.4,0aaba6961634,ru,ru,1.0,0.0,,,,unknown
P1134,separate_files,weak,0aaba6961634,0b51b7c0f095,,7378d7fd,0.475,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,3,8,,,189.4,0b51b7c0f095,ru,ru,1.0,0.0,,,,unknown
P1135,separate_files,probable,941eb7fc755e,66b522a6b181,,7378d7fd,0.694,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.5,941eb7fc755e,ru,ru,1.0,0.0,,,,unknown
P1136,separate_files,probable,941eb7fc755e,01f4010bb284,,7378d7fd,0.695,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.3,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1137,separate_files,probable,941eb7fc755e,7763f459b614,,7378d7fd,0.695,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.6,941eb7fc755e,ru,ru,1.0,0.0,,,,unknown
P1138,separate_files,weak,941eb7fc755e,fa64c0ed45d2,,7378d7fd,0.485,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,187.2,941eb7fc755e,ru,ru,1.0,0.0,,,,unknown
P1139,separate_files,weak,941eb7fc755e,530b22dd3f1e,,7378d7fd,0.493,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.4,530b22dd3f1e,ru,ru,0.0,0.0,,,,unknown
P1140,separate_files,probable,941eb7fc755e,306dc221ba6c,,7378d7fd,0.697,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.3,941eb7fc755e,ru,ru,1.0,0.0,,,,unknown
P1141,separate_files,probable,941eb7fc755e,a9cd6aa60fa3,,7378d7fd,0.695,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,2.8,a9cd6aa60fa3,ru,ru,1.0,0.0,,,,unknown
P1142,separate_files,weak,941eb7fc755e,5a0e7f9a7d02,,7378d7fd,0.489,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,0.6,5a0e7f9a7d02,ru,ru,1.0,0.0,,,,unknown
P1143,separate_files,probable,941eb7fc755e,92d5e3dc5017,,7378d7fd,0.682,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,187.4,941eb7fc755e,ru,ru,1.0,0.0,,,,unknown
P1144,separate_files,probable,941eb7fc755e,d94d87a13561,,7378d7fd,0.673,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,359.4,d94d87a13561,ru,ru,1.0,0.0,,,,unknown
P1145,separate_files,weak,941eb7fc755e,60710675913d,,7378d7fd,0.471,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,359.3,60710675913d,ru,ru,1.0,0.0,,,,unknown
P1146,separate_files,probable,941eb7fc755e,4489086b238c,,7378d7fd,0.694,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.3,4489086b238c,ru,ru,1.0,0.0,,,,unknown
P1147,separate_files,probable,941eb7fc755e,011fa608e786,,7378d7fd,0.687,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,188.9,941eb7fc755e,ru,ru,1.0,0.0,,,,unknown
P1148,separate_files,weak,941eb7fc755e,1e249cb4812e,,7378d7fd,0.485,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,6,,,2.9,1e249cb4812e,ru,ru,1.0,0.0,,,,unknown
P1149,separate_files,probable,941eb7fc755e,a7ae90f0c97a,,7378d7fd,0.682,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,187.4,941eb7fc755e,ru,ru,1.0,0.0,,,,unknown
P1150,separate_files,weak,941eb7fc755e,0b51b7c0f095,,7378d7fd,0.486,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,2.5,0b51b7c0f095,ru,ru,1.0,0.0,,,,unknown
P1151,separate_files,probable,66b522a6b181,01f4010bb284,,7378d7fd,0.698,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.8,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1152,separate_files,probable,66b522a6b181,7763f459b614,,7378d7fd,0.699,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.1,66b522a6b181,ru,ru,1.0,0.0,,,,unknown
P1153,separate_files,weak,66b522a6b181,fa64c0ed45d2,,7378d7fd,0.479,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,186.8,66b522a6b181,ru,ru,1.0,0.0,,,,unknown
P1154,separate_files,weak,66b522a6b181,530b22dd3f1e,,7378d7fd,0.487,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.9,530b22dd3f1e,ru,ru,0.0,0.0,,,,unknown
P1155,separate_files,probable,66b522a6b181,306dc221ba6c,,7378d7fd,0.697,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.2,306dc221ba6c,ru,ru,1.0,0.0,,,,unknown
P1156,separate_files,probable,66b522a6b181,a9cd6aa60fa3,,7378d7fd,0.698,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,3.3,a9cd6aa60fa3,ru,ru,1.0,0.0,,,,unknown
P1157,separate_files,weak,66b522a6b181,5a0e7f9a7d02,,7378d7fd,0.484,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,1.1,5a0e7f9a7d02,ru,ru,1.0,0.0,,,,unknown
P1158,separate_files,probable,66b522a6b181,92d5e3dc5017,,7378d7fd,0.686,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,187.0,66b522a6b181,ru,ru,1.0,0.0,,,,unknown
P1159,separate_files,probable,66b522a6b181,d94d87a13561,,7378d7fd,0.67,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,359.9,d94d87a13561,ru,ru,1.0,0.0,,,,unknown
P1160,separate_files,weak,66b522a6b181,60710675913d,,7378d7fd,0.465,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,359.8,60710675913d,ru,ru,1.0,0.0,,,,unknown
P1161,separate_files,probable,66b522a6b181,4489086b238c,,7378d7fd,0.7,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.7,4489086b238c,ru,ru,1.0,0.0,,,,unknown
P1162,separate_files,probable,66b522a6b181,011fa608e786,,7378d7fd,0.681,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,188.4,66b522a6b181,ru,ru,1.0,0.0,,,,unknown
P1163,separate_files,weak,66b522a6b181,1e249cb4812e,,7378d7fd,0.48,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,6,,,3.4,1e249cb4812e,ru,ru,1.0,0.0,,,,unknown
P1164,separate_files,probable,66b522a6b181,a7ae90f0c97a,,7378d7fd,0.686,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,186.9,66b522a6b181,ru,ru,1.0,0.0,,,,unknown
P1165,separate_files,weak,66b522a6b181,0b51b7c0f095,,7378d7fd,0.481,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,3.0,0b51b7c0f095,ru,ru,1.0,0.0,,,,unknown
P1166,separate_files,probable,01f4010bb284,7763f459b614,,7378d7fd,0.699,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.9,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1167,separate_files,weak,01f4010bb284,fa64c0ed45d2,,7378d7fd,0.481,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,187.6,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1168,separate_files,weak,01f4010bb284,530b22dd3f1e,,7378d7fd,0.489,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.0,530b22dd3f1e,ru,ru,0.0,0.0,,,,unknown
P1169,separate_files,probable,01f4010bb284,306dc221ba6c,,7378d7fd,0.698,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.6,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1170,separate_files,probable,01f4010bb284,a9cd6aa60fa3,,7378d7fd,0.7,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,2.5,a9cd6aa60fa3,ru,ru,1.0,0.0,,,,unknown
P1171,separate_files,weak,01f4010bb284,5a0e7f9a7d02,,7378d7fd,0.485,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,0.3,5a0e7f9a7d02,ru,ru,1.0,0.0,,,,unknown
P1172,separate_files,probable,01f4010bb284,92d5e3dc5017,,7378d7fd,0.686,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,187.8,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1173,separate_files,probable,01f4010bb284,d94d87a13561,,7378d7fd,0.672,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,359.1,d94d87a13561,ru,ru,1.0,0.0,,,,unknown
P1174,separate_files,weak,01f4010bb284,60710675913d,,7378d7fd,0.466,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,358.9,60710675913d,ru,ru,1.0,0.0,,,,unknown
P1175,separate_files,probable,01f4010bb284,4489086b238c,,7378d7fd,0.698,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.1,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1176,separate_files,probable,01f4010bb284,011fa608e786,,7378d7fd,0.682,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,189.2,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1177,separate_files,weak,01f4010bb284,1e249cb4812e,,7378d7fd,0.481,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,6,,,2.6,1e249cb4812e,ru,ru,1.0,0.0,,,,unknown
P1178,separate_files,probable,01f4010bb284,a7ae90f0c97a,,7378d7fd,0.687,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,187.7,01f4010bb284,ru,ru,1.0,0.0,,,,unknown
P1179,separate_files,weak,01f4010bb284,0b51b7c0f095,,7378d7fd,0.482,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,2.1,0b51b7c0f095,ru,ru,1.0,0.0,,,,unknown
P1180,separate_files,weak,7763f459b614,fa64c0ed45d2,,7378d7fd,0.48,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,186.7,7763f459b614,ru,ru,1.0,0.0,,,,unknown
P1181,separate_files,weak,7763f459b614,530b22dd3f1e,,7378d7fd,0.488,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,1.0,530b22dd3f1e,ru,ru,0.0,0.0,,,,unknown
P1182,separate_files,probable,7763f459b614,306dc221ba6c,,7378d7fd,0.698,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.3,306dc221ba6c,ru,ru,1.0,0.0,,,,unknown
P1183,separate_files,probable,7763f459b614,a9cd6aa60fa3,,7378d7fd,0.699,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,3.4,a9cd6aa60fa3,ru,ru,1.0,0.0,,,,unknown
P1184,separate_files,weak,7763f459b614,5a0e7f9a7d02,,7378d7fd,0.484,S_COMMISSION,S_PAID_SERVICES,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,8,,,1.2,5a0e7f9a7d02,ru,ru,1.0,0.0,,,,unknown
P1185,separate_files,probable,7763f459b614,92d5e3dc5017,,7378d7fd,0.687,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,186.9,7763f459b614,ru,ru,1.0,0.0,,,,unknown
P1186,separate_files,probable,7763f459b614,d94d87a13561,,7378d7fd,0.671,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,360.0,d94d87a13561,ru,ru,1.0,0.0,,,,unknown
P1187,separate_files,weak,7763f459b614,60710675913d,,7378d7fd,0.465,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,3,,,359.9,60710675913d,ru,ru,1.0,0.0,,,,unknown
P1188,separate_files,probable,7763f459b614,4489086b238c,,7378d7fd,0.699,S_COMMISSION,S_CLINICAL,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,0.8,4489086b238c,ru,ru,1.0,0.0,,,,unknown
P1189,separate_files,probable,7763f459b614,011fa608e786,,7378d7fd,0.682,S_COMMISSION,S_COMMISSION,,bilingual_kk_after_ru,bilingual_kk_after_ru,,4,4,,,188.3,7763f459b614,ru,ru,1.0,0.0,,,,unknown
